Spec,SubRelease,photon-3.0,photon-4.0,photon-5.0,photon-6.0,photon-common,photon-dev,photon-master,photon-main
sg3_utils.spec,90,,,1.47-3.1.1,,,,,
sg3_utils.spec,91,,,,,,,,1.47-3.1
shadow.spec,,4.6-8,4.13-3,4.13-14,4.13-12,,4.13-8,4.13-8,4.13-14
shared-mime-info.spec,,,2.2-3,2.2-8,2.2-8,,2.2-5,2.2-5,2.2-8
shim-signed.spec,,,15.8-1,15.8-5,15.8-5,,15.4-1,15.4-1,15.8-5
shim.spec,,,,16.1-1,15.8-2,,15.7-1,15.7-1,15.8-2
slang.spec,,2.3.2-1,2.3.2-1,2.3.2-4,2.3.2-4,,2.3.2-3,2.3.2-3,2.3.2-4
slirp4netns.spec,,1.2.0-1,1.2.0-7,1.2.0-8,1.2.0-7,,1.2.0-1,1.2.0-1,1.2.0-8
snappy.spec,,1.1.7-3,1.1.8-2,1.1.9-2,1.1.9-2,,1.1.9-1,1.1.9-1,1.1.9-2
snoopy.spec,,2.4.10-1,2.4.10-1,2.5.1-4,2.5.1-2,,2.5.1-1,2.5.1-1,2.5.1-3
socat.spec,,1.7.3.4-1,2.0.0.b9-3,1.7.4.4-5,1.7.4.4-3,,1.7.4.4-2,1.7.4.4-2,1.7.4.4-4
spdlog.spec,,1.1.0-3,1.15.3-1,1.15.3-1,1.15.3-1,,1.11.0-1,1.11.0-1,1.15.3-1
spirv-headers.spec,,,1.3.231.1-1,1.4.341.0-2,1.4.313.0-1,,1.3.231.1-1,1.3.231.1-1,1.4.341.0-1
spirv-headers.spec,90,,,1.4.313.0-1.1.1,,,,,
spirv-headers.spec,91,,,,,,,,1.4.313.0-1.1
spirv-llvm-translator.spec,,,,,18.1.13-2,,,,
spirv-llvm-translator.spec,90,,,18.1.13-2.1.1,,,,,
spirv-llvm-translator.spec,91,,,,,,,,18.1.13-2.1
spirv-tools.spec,,,1.3.231.1-2,1.4.341.0-2,1.4.313.0-1,,1.3.231.1-5,1.3.231.1-5,1.4.341.0-1
spirv-tools.spec,90,,,1.4.313.0-1.1.1,,,,,
spirv-tools.spec,91,,,,,,,,1.4.313.0-1.1
sqlite.spec,,3.35.5-3,3.38.5-7,3.43.2-6,3.43.2-5,,3.43.2-1,3.43.2-1,3.43.2-6
sqlite2.spec,,2.8.17-4,2.8.17-4,,,,,,
squashfs-tools.spec,,4.5.1-3,4.5.1-3,4.5.1-6,4.5.1-6,,4.5.1-5,4.5.1-5,4.5.1-6
squid.spec,,5.9-7,6.6-9,7.4-4,6.12-4,,6.10-1,6.10-1,7.4-2
squid.spec,90,,,6.12-5.2.1,,,,,
squid.spec,91,,,,,,,,6.12-5.2
sshfs.spec,,3.5.0-2,3.7.0-5,,,,,,
sshpass.spec,,1.06-1,1.10-1,1.10-2,1.10-2,,1.10-2,1.10-2,1.10-2
sssd.spec,,2.8.1-13,2.8.2-16,2.8.2-21,2.8.2-15,,2.9.4-1,2.9.4-1,2.8.2-19
sssd.spec,90,,,2.8.2-17.1.1,,,,,
sssd.spec,91,,,,,,,,2.8.2-17.1
stalld.spec,,1.14.1-4,1.14.1-6,,1.19.1-5,1.19.1-5,1.19.1-2,1.19.1-2,
stalld.spec,90,,,1.19.1-5.1,,,,,
stalld.spec,91,,,,,,,,1.19.1-5
stig-hardening.spec,,1.7-1,1.5-3,2.1-7,2.1-2,,1.2-4,1.2-4,2.1-6
stig-hardening.spec,90,,,2.1-5.1.1,,,,,
stig-hardening.spec,91,,,,,,,,2.1-5.1
strace.spec,,4.26-1,5.10-1,6.18-2,6.1-4,,6.1-1,6.1-1,6.18-1
strace.spec,90,,,6.1-4.1.1,,,,,
strace.spec,91,,,,,,,,6.1-4.1
strongswan.spec,,5.6.3-9,5.9.8-7,6.0.6-1,5.9.8-6,,5.9.8-3,5.9.8-3,5.9.8-7
strongswan.spec,90,,,5.9.8-7.1,,,,,
stunnel.spec,,,5.72-1,,5.72-4,,5.72-1,5.72-1,
stunnel.spec,90,,,5.72-5.1,,,,,5.72-5.1
subversion.spec,,1.10.8-4,1.14.2-7,1.14.5-1,1.14.2-15,,1.14.2-9,1.14.2-9,1.14.2-15
sudo.spec,,1.9.15p5-1,1.9.15p5-4,1.9.15p5-6,1.9.15p5-5,,1.9.14p3-3,1.9.14p3-3,1.9.15p5-6
suricata.spec,,,6.0.20-1,7.0.6-7,7.0.6-5,,7.0.0-3,7.0.0-3,7.0.6-6
suricata.spec,90,,,7.0.6-5.1.1,,,,,
suricata.spec,91,,,,,,,,7.0.6-5.1
swig.spec,,3.0.12-2,4.0.2-1,4.1.1-3,4.1.1-3,,4.1.1-2,4.1.1-2,4.1.1-3
synce4l.spec,,1.0.0-1,0.8.0-1,1.0.0-2,1.0.0-2,,0.8.0-1,0.8.0-1,1.0.0-2
sysdig.spec,,0.30.2-6,0.34.1-3,0.39.0-2,,,,,0.39.0-1
sysdig.spec,91,,,0.34.1-12.1,,,,,0.34.1-12.1
syslinux.spec,,6.04-8,6.04-9,6.04-14,6.04-12,,6.04-11,6.04-11,6.04-14
syslog-ng.spec,,3.37.1-4,4.3.1-8,4.3.1-12,4.3.1-10,,4.3.1-8,4.3.1-8,4.3.1-11
syslog-ng.spec,90,,,4.3.1-10.1.1,,,,,
syslog-ng.spec,91,,,,,,,,4.3.1-10.1
sysstat.spec,,12.7.2-4,12.7.2-3,12.7.2-4,12.7.2-4,,12.7.1-1,12.7.1-1,12.7.2-4
systemd.spec,,239-51,247.13-21,257.13-3,253.19-16,,255.10-2,255.10-2,257.13-3
systemd.spec,90,,,253.19-17.2.2,,,,,253.19-17.2.1
systemtap.spec,,4.0-4,4.5-7,4.8-17,4.8-15,,4.8-20,4.8-20,4.8-17
systemtap.spec,91,,,4.8-15.1,,,,,4.8-15.1
tar.spec,,1.30-7,1.34-5,1.34-7,1.34-7,,1.35-1,1.35-1,1.34-7
tboot.spec,,1.9.7-3,1.9.12-2,1.10.5-5,1.10.5-2,,1.10.5-1,1.10.5-1,1.10.5-5
tcl.spec,,8.6.8-3,8.6.10-2,8.6.12-3,8.6.12-3,,8.6.12-1,8.6.12-1,8.6.12-3
tclap.spec,,1.2.2-2,1.2.2-3,1.2.5-3,1.2.5-3,,1.2.5-1,1.2.5-1,1.2.5-3
tcp_wrappers.spec,,7.6-5,7.6-7,,,,7.6-8,7.6-8,
tcpdump.spec,,4.99.4-2,4.99.4-2,4.99.4-5,4.99.4-3,,4.99.4-2,4.99.4-2,4.99.4-4
tcpdump.spec,90,,,4.99.4-3.1.1,,,,,
tcpdump.spec,91,,,,,,,,4.99.4-3.1
tcsh.spec,,6.20.00-4,6.22.02-3,6.24.06-5,6.24.06-5,,6.24.06-4,6.24.06-4,6.24.06-5
tdnf.spec,,3.1.15-3,3.3.12-2,3.6.5-2%{?buildtag},3.5.13-3,,3.5.10-2,3.5.10-2,3.6.4-2%{?buildtag}
tdnf.spec,90,,,3.5.16-1.4,,,,,3.5.16-1.4
tdnf.spec,91,,,3.6.5-1.1%{?buildtag},,,,,3.6.4-1.1%{?buildtag}
telegraf.spec,,1.28.1-6,1.28.1-8,1.37.3-3,1.34.4-2,,1.28.1-2,1.28.1-2,1.37.3-2
telegraf.spec,90,,,1.36.4-2.3.1,,,,,
telegraf.spec,91,,,,,,,,1.36.4-2.3
termshark.spec,,2.2.0-20,2.2.0-24,2.4.0-22,2.4.0-20,,2.4.0-10,2.4.0-10,2.4.0-21
texinfo.spec,,6.5-2,6.5-3,7.0.2-5,7.0.2-5,,7.0.2-1,7.0.2-1,7.0.2-5
thin-provisioning-tools.spec,,0.7.0-1,0.9.0-3,1.0.14-4,1.0.14-3,,1.0.2-4,1.0.2-4,1.0.14-4
timescaledb14.spec,,,,,2.19.2-2,,,,2.19.2-2
timescaledb14.spec,90,,,2.19.2-2.0.1,,,,,
timescaledb15.spec,,,,2.20.2-3,2.20.2-2,,,,2.20.2-2
timescaledb15.spec,90,,,2.20.2-2.0.1,,,,,
timescaledb16.spec,,,,2.20.2-2,2.20.2-2,,,,2.20.2-2
timescaledb17.spec,,,,2.20.2-1,2.19.2-1,,,,2.20.2-1
timescaledb18.spec,,,,2.25.0-2,,,,,2.25.0-1
tini.spec,,,,0.19.0-2,0.19.0-1,,,,0.19.0-2
tinycdb.spec,,,0.78-1,,0.78-2,,0.78-1,0.78-1,
tinycdb.spec,90,,,0.78-2.1.1,,,,,0.78-2.1.1
tinydir.spec,,,1.2.5-1,1.2.5-2,1.2.5-2,,1.2.5-1,1.2.5-1,1.2.5-2
tiptop.spec,,2.3.1-2,2.3.2-1,,,,,,
tmux.spec,,2.7-3,3.1b-5,3.5-3,3.5-3,,3.5-1,3.5-1,3.5-3
tornado.spec,,4.5.2-3,,,,,,,
toybox.spec,,0.8.6-2,0.8.9-1,0.8.9-16,0.8.9-7,,0.8.9-6,0.8.9-6,0.8.9-13
toybox.spec,90,,,0.8.9-10.1.1,,,,,
toybox.spec,91,,,,,,,,0.8.9-10.1
tpm2-abrmd.spec,,2.4.1-2,2.3.3-3,2.4.1-3,2.4.1-3,,2.4.1-4,2.4.1-4,2.4.1-3
tpm2-pkcs11.spec,,,1.6.0-7,1.8.0-9,1.8.0-7,,1.9.0-1,1.9.0-1,1.8.0-8
tpm2-pkcs11.spec,90,,,1.8.0-7.1.1,,,,,
tpm2-pkcs11.spec,91,,,,,,,,1.8.0-7.1
tpm2-pytss.spec,,,,1.2.0-7,1.2.0-4,,2.2.1-1,2.2.1-1,1.2.0-5
tpm2-pytss.spec,90,,,1.2.0-4.1.1,,,,,
tpm2-pytss.spec,91,,,,,,,,1.2.0-4.1
tpm2-tools.spec,,4.1.3-4,4.3.2-2,5.3-4,5.3-4,,5.3-4,5.3-4,5.3-4
tpm2-tss.spec,,2.4.5-3,3.2.0-2,3.2.0-7,3.2.0-7,,3.2.0-5,3.2.0-5,3.2.0-7
trace-cmd.spec,,2.9-3,2.9-3,3.3.4-3,3.1.4-5,,3.1.4-6,3.1.4-6,3.3.4-2
trace-cmd.spec,90,,,3.1.4-5.1.1,,,,,
trace-cmd.spec,91,,,,,,,,3.1.4-5.1
traceroute.spec,,2.1.3-1,2.1.3-1,2.1.6-1,2.1.3-2,,2.1.0-5,2.1.0-5,2.1.3-2
traceroute.spec,90,,,2.1.3-2.1,,,,,
tree.spec,,1.7.0-1,1.8.0-1,2.0.4-2,2.0.4-2,,2.0.4-1,2.0.4-1,2.0.4-2
trousers.spec,,0.3.14-5,0.3.14-7,0.3.15-7,0.3.15-6,,0.3.15-5,0.3.15-5,0.3.15-7
tuna.spec,,0.14-1,0.14.1-2,,0.18-4,,0.18-3,0.18-3,0.18-5
tuna.spec,90,,,0.18-4.1.1,,,,,
tuna.spec,91,,,,,,,,0.18-4.1
tuned.spec,,2.15.0-5,2.15.0-9,2.27.0-1,2.21.0-4,,2.21.0-3,2.21.0-3,
tuned.spec,90,,,2.21.0-5.2.1,,,,,
tuned.spec,91,,,,,,,,2.21.0-5.1
tzdata.spec,,2023c-1,2023c-1,2024b-2,2024b-2,,2022g-2,2022g-2,2024b-2
u-boot.spec,,2019.10-4,2020.07-7,,2023.01-6,,2023.01-5,2023.01-5,2023.01-6
u-boot.spec,90,,,2023.01-6.0.1,,,,,
ulogd.spec,,2.0.7-4,2.0.7-7,,,,,,
unbound.spec,,1.21.0-1,1.25.1-1,1.25.1-1,1.24.1-1,,1.21.0-1,1.21.0-1,1.24.1-1
unixODBC.spec,,2.3.12-1,2.3.9-2,2.3.12-2,2.3.12-2,,2.3.11-2,2.3.11-2,2.3.12-2
unzip.spec,,6.0-18,6.0-16,6.0-18,6.0-18,,6.0-16,6.0-16,6.0-18
uriparser.spec,,0.9.7-2,0.9.7-3,,,,,,
urw-fonts.spec,,1.0.7pre44-1,1.0.7pre44-1,,,,,,
usbutils.spec,,010-1,012-1,015-2,015-2,,015-1,015-1,015-2
userspace-rcu.spec,,0.10.1-1,0.13.2-1,0.15.6-1,0.13.2-4,,0.13.2-9,0.13.2-9,0.13.2-4
userspace-rcu.spec,90,,,0.13.2-4.0.1,,,,,
utf8proc.spec,,2.2.0-2,2.5.0-1,2.8.0-2,2.8.0-2,,2.8.0-1,2.8.0-1,2.8.0-2
util-linux.spec,,2.32.1-6,2.37.4-3,2.41.4-2,2.38-8,,2.40-1,2.40-1,2.41.4-1
util-linux.spec,90,,,2.38-9.1.1,,,,,
util-linux.spec,91,,,,,,,,2.38-9.1
util-macros.spec,,1.19.0-1,1.19.0-1,1.19.3-2,1.19.3-2,,1.19.3-1,1.19.3-1,1.19.3-2
uwsgi.spec,,,2.0.20-10,2.0.31-2,2.0.21-23,,2.0.21-20,2.0.21-20,2.0.31-1
uwsgi.spec,90,,,2.0.21-23.1.1,,,,,
uwsgi.spec,91,,,,,,,,2.0.21-23.1
valgrind.spec,,3.15.0-2,3.17.0-1,3.20.0-2,3.20.0-2,,3.20.0-1,3.20.0-1,3.20.0-2
valkey.spec,,,,9.0.3-2,,,,,9.0.3-2
vernemq.spec,,1.12.5-3,2.1.0-2,2.1.0-2,2.1.0-1,,2.0.1-2,2.0.1-2,2.1.0-2
vim.spec,,8.2.5169-15,9.2.0136-2,9.2.0136-4,9.1.1898-1,,9.0.2142-1,9.0.2142-1,9.2.0136-3
vim.spec,90,,,9.2.0136-2.2.1,,,,,
vim.spec,91,,,,,,,,9.2.0136-2.2
virt-what.spec,,1.20-1,1.20-1,1.25-2,1.25-2,,1.25-1,1.25-1,1.25-2
vsftpd.spec,,3.0.4-1,3.0.5-2,,3.0.5-6,,3.0.5-5,3.0.5-5,3.0.5-7
vsftpd.spec,90,,,3.0.5-7.1,,,,,
vulkan-headers.spec,,,1.3.237-1,1.3.237-2,1.3.237-2,,1.3.237-1,1.3.237-1,1.3.237-2
vulkan-loader.spec,,,1.3.237-2,1.3.237-8,1.3.237-5,,1.3.237-5,1.3.237-5,1.3.237-7
vulkan-loader.spec,90,,,1.3.237-6.1.1,,,,,
vulkan-loader.spec,91,,,,,,,,1.3.237-6.1
vulkan-tools.spec,,,1.3.231.1-3,1.3.231.1-7,1.3.231.1-7,,1.3.231.1-6,1.3.231.1-6,1.3.231.1-7
wal2json17.spec,,,,2.6-1,2.6-1,,,,2.6-1
wal2json18.spec,,,,2.6-2,,,,,2.6-1
WALinuxAgent.spec,,2.4.0.2-1,2.9.1.1-1,2.15.0.1-2,2.9.1.1-2,,2.9.1.1-4,2.9.1.1-4,2.15.0.1-1
WALinuxAgent.spec,90,,,2.9.1.1-2.1.1,,,,,
WALinuxAgent.spec,91,,,,,,,,2.9.1.1-2.1
watchdog.spec,,5.16-1,5.16-1,5.16-2,5.16-2,,5.16-1,5.16-1,5.16-2
wavefront-proxy.spec,,13.4-1,13.4-4,13.4-6,13.4-6,,13.4-1,13.4-1,13.4-6
wayland-protocols.spec,,,1.25-2,1.44-1,1.44-1,,1.31-4,1.31-4,1.44-1
wayland.spec,,,1.20.0-7,1.23.93-1,1.23.93-1,,1.21.0-5,1.21.0-5,1.23.93-1
wget.spec,,1.21.3-2,1.21.3-2,1.21.3-7,1.21.3-7,,1.21.3-5,1.21.3-5,1.21.3-7
which.spec,,2.21-6,2.21-6,2.21-9,2.21-8,,2.21-6,2.21-6,2.21-9
whois.spec,,,5.5.15-1,5.5.15-2,5.5.15-2,,5.5.15-2,5.5.15-2,5.5.15-2
wireguard-tools.spec,,,1.0.20210914-1,1.0.20210914-2,1.0.20210914-2,,1.0.20210914-1,1.0.20210914-1,1.0.20210914-2
wireshark.spec,,3.6.20-1,4.2.12-4,4.6.6-1,4.2.12-2,,4.2.7-1,4.2.7-1,4.2.12-4
wpa_supplicant.spec,,2.10-1,2.10-1,2.10-3,2.10-3,,2.10-3,2.10-3,2.10-3
wrapt.spec,,1.14.1-1,,,,,,,
xcb-proto.spec,,1.15.2-1,1.15.2-1,1.15.2-4,1.15.2-2,,1.15.2-1,1.15.2-1,1.15.2-3
xcb-proto.spec,90,,,1.15.2-2.1.1,,,,,
xcb-proto.spec,91,,,,,,,,1.15.2-2.1
xerces-c.spec,,3.2.5-1,3.2.5-1,,3.3.0-1,,3.2.4-1,3.2.4-1,3.3.0-1
xerces-c.spec,90,,,3.3.0-1.1,,,,,
xfsprogs.spec,,4.18.0-2,5.8.0-1,6.0.0-4,6.0.0-3,,6.4.0-2,6.4.0-2,6.0.0-3
xinetd.spec,,2.3.15-10,2.3.15-10,,,,2.3.15-10,2.3.15-10,
XML-Parser.spec,,2.44-5,2.46-4,2.47-1,2.47-1,,2.46-3,2.46-3,2.47-1
xml-security-c.spec,,1.7.3-4,2.0.4-3,,,,2.0.4-3,2.0.4-3,
xmlsec1.spec,,1.2.29-6,1.2.30-6,1.2.37-3,1.2.37-3,,1.2.37-8,1.2.37-8,1.2.37-3
xmlstarlet.spec,,1.6.1-3,1.6.1-2,1.6.1-7,1.6.1-7,,1.6.1-7,1.6.1-7,1.6.1-7
xmlto.spec,,0.0.28-2,0.0.28-2,,0.0.28-5,,0.0.28-4,0.0.28-4,
xmlto.spec,90,,,0.0.28-5.1.1,,,,,
xmlto.spec,91,,,,,,,,0.0.28-5.1
xorg-applications.spec,,7.7-2,7.7-4,,7.7-6,,7.7-5,7.7-5,
xorg-applications.spec,90,,,7.7-7.1,,,,,
xorg-applications.spec,91,,,,,,,,7.7-7
xorg-fonts.spec,,7.7-1,7.7-2,,7.7-4,,7.7-3,7.7-3,
xorg-fonts.spec,90,,,7.7-5.1,,,,,
xorg-fonts.spec,91,,,,,,,,7.7-5
xorriso.spec,,1.4.8-2,1.5.2-2,1.5.4-4,1.5.4-4,,1.5.4-3,1.5.4-3,1.5.4-4
xtrans.spec,,1.4.0-2,1.4.0-1,1.6.0-1,1.4.0-2,,1.4.0-1,1.4.0-1,1.4.0-2
xtrans.spec,90,,,1.4.0-2.1,,,,,
xxhash.spec,,0.8.1-1,0.8.1-1,0.8.1-3,0.8.1-3,,0.8.1-1,0.8.1-1,0.8.1-3
xz.spec,,5.2.4-2,5.2.5-2,5.4.0-6,5.4.0-5,,5.4.0-1,5.4.0-1,5.4.0-6
yajl.spec,,,,2.1.0-4,2.1.0-4,,2.1.0-2,2.1.0-2,2.1.0-4
yaml-cpp.spec,,,0.7.0-1,0.7.0-3,0.7.0-3,,0.7.0-2,0.7.0-2,0.7.0-3
yarn.spec,,1.21.1-2,,,,,,,
zchunk.spec,,1.1.1-3,1.1.7-5,1.2.3-5,1.2.3-5,,1.2.3-2,1.2.3-2,1.2.3-5
zeromq.spec,,4.3.4-1,4.3.4-1,4.3.4-3,4.3.4-3,,4.3.4-3,4.3.4-3,4.3.4-3
zip.spec,,3.0-3,3.0-3,3.0-5,3.0-5,,3.0-3,3.0-3,3.0-5
zlib.spec,,1.2.11-5,1.2.11-6,1.2.13-5,1.2.13-4,,1.2.13-2,1.2.13-2,1.2.13-5
zookeeper.spec,,3.8.0-1,3.9.4-2,3.9.4-4,3.9.4-1,,3.8.0-5,3.8.0-5,3.9.4-3
zsh.spec,,5.8.1-1,5.8.1-2,5.9-5,5.9-5,,5.9-5,5.9-5,5.9-5
zstd.spec,,1.4.5-2,1.5.2-2,1.5.5-4,1.5.5-4,,1.5.5-2,1.5.5-2,1.5.5-4
